NAME,S1501_C01_001E: Population 18 to 24 years,S1501_C01_002E: Population 18 to 24 years - Less than high school graduate,S1501_C01_003E: Population 18 to 24 years - High school graduate (includes equivalency),S1501_C01_004E: Population 18 to 24 years - Some college or associate's degree,S1501_C01_005E: Population 18 to 24 years - Bachelor's degree or higher,S1501_C01_006E: Population 25 years and over,S1501_C01_007E: Population 25 years and over - Less than 9th grade,"S1501_C01_008E: Population 25 years and over - 9th to 12th grade, no diploma",S1501_C01_009E: Population 25 years and over - High school graduate (includes equivalency),"S1501_C01_010E: Population 25 years and over - Some college, no degree",S1501_C01_011E: Population 25 years and over - Associate's degree,S1501_C01_012E: Population 25 years and over - Bachelor's degree,S1501_C01_013E: Population 25 years and over - Graduate or professional degree,S1501_C01_014E: Population 25 years and over - High school graduate or higher,S1501_C01_015E: Population 25 years and over - Bachelor's degree or higher,S1501_C01_059E: Population 25 years and over with earnings,S1501_C01_060E: Population 25 years and over with earnings - Less than high school graduate,S1501_C01_061E: Population 25 years and over with earnings - High school graduate (includes equivalency),S1501_C01_062E: Population 25 years and over with earnings - Some college or associate's degree,S1501_C01_063E: Population 25 years and over with earnings - Bachelor's degree,S1501_C01_064E: Population 25 years and over with earnings - Graduate or professional degree,state,county,tract,B01003_001E: Total Population,B11005_001E: Total Households,B11005_002E: Households with one or more people under 18 years,B11005_012E: Family households without people under 18 years,B11005_017E: Nonfamily households without people under 18 years,B06010_002E: No income,B06010_003E: With income,"B06010_004E: $1 to $9,999 or loss","B06010_005E: $10,000 to $14,999","B06010_006E: $15,000 to $24,999","B06010_007E: $25,000 to $34,999","B06010_008E: $35,000 to $49,999","B06010_009E: $50,000 to $64,999","B06010_010E: $65,000 to $74,999","B06010_011E: $75,000 or more",STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
"Census Tract 72.14, Franklin County, Ohio",168,38,25,77,28,2532,31,0,617,461,160,692,571,2501,1263,54025,0,43036,42614,61898,54701,39,049,007214,3004,1661,200,499,962,119,2586,212,134,195,334,436,524,186,565,39.0,49.0,7214.0,39049007214.0,Census Tract 72.14,G5020,S,2168183.0,15642.0,40.0856547,-82.8579548,049_007214,49_007214,,49_7214,Franklin County,"Census Tract 72.14, Franklin County, Ohio",1.0,40.08779,-82.855411
"Census Tract 72.15, Franklin County, Ohio",226,77,0,27,122,3984,31,0,566,773,282,1664,668,3953,2332,65375,0,0,67957,69324,64107,39,049,007215,5613,2471,723,752,996,299,3956,524,71,381,178,474,626,336,1366,39.0,49.0,7215.0,39049007215.0,Census Tract 72.15,G5020,S,5429325.0,32929.0,40.1027952,-82.847222,049_007215,49_007215,,49_7215,Franklin County,"Census Tract 72.15, Franklin County, Ohio",1.0,40.102379,-82.85082
"Census Tract 73.01, Franklin County, Ohio",949,462,238,242,7,3889,117,28,1224,920,337,1076,187,3744,1263,37756,0,27364,35303,57218,83807,39,049,007301,6484,1942,1001,381,560,748,4209,495,116,774,722,734,492,225,651,39.0,49.0,7301.0,39049007301.0,Census Tract 73.01,G5020,S,2755021.0,26285.0,39.9901013,-82.8037743,049_007301,49_007301,,49_7301,Franklin County,"Census Tract 73.01, Franklin County, Ohio",1.0,39.990993,-82.801822
"Census Tract 73.02, Franklin County, Ohio",307,60,201,32,14,3337,338,23,409,714,282,1031,540,2976,1571,44541,9599,30678,43036,61250,53846,39,049,007302,4686,1979,668,615,696,182,3498,258,128,362,424,968,453,252,653,,,,,,,,,,,,,,,,,,,,
"Census Tract 73.03, Franklin County, Ohio",293,0,33,151,109,3861,45,199,873,905,167,1185,487,3617,1672,42396,0,36781,40351,59119,86607,39,049,007303,5562,2142,740,581,821,333,4100,532,195,704,302,761,465,181,960,39.0,49.0,7303.0,39049007303.0,Census Tract 73.03,G5020,S,11925195.0,214890.0,40.0052313,-82.8155696,049_007303,49_007303,,49_7303,Franklin County,"Census Tract 73.03, Franklin County, Ohio",1.0,40.010097,-82.81171
"Census Tract 7553.01, Licking County, Ohio",298,50,121,127,0,2170,23,105,612,465,164,561,240,2042,801,60362,0,19758,65189,73929,57321,39,089,755301,3668,1246,546,408,292,373,2414,374,170,205,262,334,331,156,582,,,,,,,,,,,,,,,,,,,,
"Census Tract 7553.02, Licking County, Ohio",246,0,64,171,11,2943,63,63,1255,615,109,573,265,2817,838,47885,0,35583,36209,75347,59792,39,089,755302,4012,1629,409,695,525,186,3125,545,216,447,318,501,428,192,478,,,,,,,,,,,,,,,,,,,,
"Census Tract 7556.01, Licking County, Ohio",137,39,49,49,0,2338,9,82,514,313,198,723,499,2247,1222,57329,0,50693,47424,98147,57063,39,089,755601,2943,1209,277,698,234,242,2398,291,101,133,241,198,524,45,865,,,,,,,,,,,,,,,,,,,,
"Census Tract 7556.02, Licking County, Ohio",118,16,13,84,5,1973,16,103,613,355,192,620,74,1854,694,52204,31094,32311,41250,74260,66957,39,089,755602,2555,1095,253,519,323,150,2064,231,158,330,242,312,262,171,358,,,,,,,,,,,,,,,,,,,,
"Census Tract 7559.01, Licking County, Ohio",122,48,17,57,0,3339,72,77,1162,795,283,639,311,3190,950,48532,0,32320,53726,0,66964,39,089,755901,4669,1591,703,613,275,555,3104,348,273,180,588,465,320,166,764,,,,,,,,,,,,,,,,,,,,
"Census Tract 7559.02, Licking County, Ohio",255,0,164,91,0,1462,0,134,691,264,166,167,40,1328,207,39539,30069,34362,0,67500,0,39,089,755902,1959,805,133,448,224,121,1690,280,189,214,222,281,140,155,209,,,,,,,,,,,,,,,,,,,,
"Census Tract 7562.01, Licking County, Ohio",187,62,10,26,89,1908,0,85,540,417,168,406,292,1823,698,52188,33194,0,55125,61914,74917,39,089,756201,2667,1099,345,380,374,248,1908,338,76,199,240,240,231,178,406,,,,,,,,,,,,,,,,,,,,
"Census Tract 7562.03, Licking County, Ohio",88,0,26,0,62,1817,19,31,322,350,135,554,406,1767,960,64467,0,0,43333,76747,64633,39,089,756203,2483,917,376,326,215,160,1840,86,102,65,283,331,260,163,550,,,,,,,,,,,,,,,,,,,,
"Census Tract 7562.04, Licking County, Ohio",585,49,372,131,33,3925,108,162,660,895,526,780,794,3655,1574,53452,20000,46429,48404,45658,90158,39,089,756204,6117,1931,866,678,387,708,4130,286,313,539,352,810,639,257,934,,,,,,,,,,,,,,,,,,,,
"Census Tract 7565, Licking County, Ohio",245,50,127,35,33,2984,48,299,934,704,290,436,273,2637,709,35997,22857,32833,38125,51620,32403,39,089,756500,4308,1552,551,594,407,450,2984,436,185,572,426,557,261,138,409,,,,,,,,,,,,,,,,,,,,
"Census Tract 7568.01, Licking County, Ohio",338,118,53,117,50,2544,5,176,1000,640,252,258,213,2363,471,45088,0,31056,46147,90179,56806,39,089,756801,3743,1525,568,572,385,267,2720,328,220,380,633,466,289,125,279,,,,,,,,,,,,,,,,,,,,
"Census Tract 7568.02, Licking County, Ohio",228,38,154,21,15,843,18,0,270,216,73,252,14,825,266,63836,0,38929,56786,75568,0,39,089,756802,1492,415,191,164,60,92,1072,153,25,172,88,178,155,91,210,,,,,,,,,,,,,,,,,,,,
"Census Tract 7568.03, Licking County, Ohio",196,0,126,70,0,2470,33,82,679,525,315,570,266,2355,836,54604,0,46838,50636,78594,75734,39,089,756803,3606,1229,449,609,171,292,2551,245,68,322,275,507,260,152,722,,,,,,,,,,,,,,,,,,,,
"Census Tract 7571, Licking County, Ohio",164,22,90,40,12,3068,61,185,913,614,340,703,252,2822,955,48707,0,35878,46422,73485,76250,39,089,757100,4343,1442,452,742,248,338,3041,399,178,371,389,444,364,191,705,,,,,,,,,,,,,,,,,,,,
"Census Tract 7574.01, Licking County, Ohio",157,23,33,101,0,2764,28,173,687,652,248,724,252,2563,976,53881,31629,30439,55450,65039,66250,39,089,757401,4406,1494,764,436,294,268,2880,269,108,350,358,384,298,418,695,,,,,,,,,,,,,,,,,,,,
"Census Tract 7574.02, Licking County, Ohio",60,12,20,0,28,1726,0,24,572,581,55,347,147,1702,494,42759,0,24567,41011,86250,78621,39,089,757402,2449,800,332,305,163,101,1727,27,157,322,349,183,213,16,460,,,,,,,,,,,,,,,,,,,,
"Census Tract 7577.01, Licking County, Ohio",1057,0,193,826,38,1549,0,0,132,143,95,611,568,1549,1179,64583,0,43041,29122,83529,87279,39,089,757701,3130,854,261,390,203,435,2366,860,132,132,175,198,53,43,773,,,,,,,,,,,,,,,,,,,,
"Census Tract 7577.02, Licking County, Ohio",1446,0,311,1112,23,2851,2,17,263,493,298,952,826,2832,1778,57470,0,31619,43304,60821,81250,39,089,757702,5096,1464,437,758,269,800,3761,1480,126,363,188,291,352,161,800,,,,,,,,,,,,,,,,,,,,
"Census Tract 7583, Licking County, Ohio",124,0,65,59,0,2318,61,350,814,599,228,155,111,1907,266,42827,0,54297,41974,0,81310,39,089,758300,2839,1294,226,580,488,134,2375,339,259,376,294,399,184,252,272,,,,,,,,,,,,,,,,,,,,
"Census Tract 7586.01, Licking County, Ohio",292,0,207,36,49,2196,0,106,832,515,262,436,45,2090,481,53422,0,32278,53047,110191,0,39,089,758601,3256,1089,532,389,168,389,2249,378,112,288,264,299,337,153,418,,,,,,,,,,,,,,,,,,,,
"Census Tract 7586.02, Licking County, Ohio",295,0,35,178,82,3023,58,188,1126,581,298,559,213,2777,772,43770,0,26270,44815,51424,79607,39,089,758602,4103,1617,490,712,415,286,3202,301,433,418,397,585,343,137,588,,,,,,,,,,,,,,,,,,,,
"Census Tract 7589.01, Licking County, Ohio",193,58,98,29,8,1745,17,89,805,339,187,240,68,1639,308,43807,0,40396,51313,62431,0,39,089,758901,2576,951,365,420,166,135,1857,145,160,333,256,380,147,71,365,,,,,,,,,,,,,,,,,,,,
"Census Tract 7589.02, Licking County, Ohio",275,25,137,94,19,2245,88,84,1004,319,249,445,56,2073,501,45082,46272,37619,37844,78190,0,39,089,758902,3130,1162,295,620,247,310,2354,360,202,425,371,352,206,123,315,,,,,,,,,,,,,,,,,,,,
"Census Tract 7590, Licking County, Ohio",320,71,67,182,0,2409,150,463,1049,415,124,180,28,1796,208,25595,25714,28309,22047,50909,0,39,089,759000,3336,1510,311,337,862,353,2524,738,407,687,297,223,95,35,42,,,,,,,,,,,,,,,,,,,,
"Census Tract 7591.01, Licking County, Ohio",401,31,147,136,87,3172,47,256,1329,550,299,506,185,2869,691,37289,0,34394,29862,49750,54375,39,089,759101,4682,1798,492,720,586,465,3272,432,317,474,609,413,400,206,421,,,,,,,,,,,,,,,,,,,,
"Census Tract 7591.02, Licking County, Ohio",268,28,9,62,169,1907,5,80,307,377,67,586,485,1822,1071,63365,0,43472,0,64904,144676,39,089,759102,3088,1010,450,361,199,257,2088,325,144,179,225,137,248,89,741,,,,,,,,,,,,,,,,,,,,
"Census Tract 38, Logan County, Ohio",374,14,174,115,71,2451,38,199,1138,420,207,340,109,2214,449,38597,33125,41250,31898,45417,2499,39,091,003800,3739,1295,505,520,270,373,2661,532,204,405,326,441,356,96,301,,,,,,,,,,,,,,,,,,,,
"Census Tract 39, Logan County, Ohio",550,41,209,254,46,3109,84,175,1498,657,256,300,139,2850,439,43520,43875,45083,41043,63393,47353,39,091,003900,4691,1735,619,715,401,374,3496,604,272,396,403,724,531,209,357,,,,,,,,,,,,,,,,,,,,
"Census Tract 40, Logan County, Ohio",154,59,31,62,2,2531,54,82,1016,517,331,311,220,2395,531,43319,29750,45000,32667,72500,0,39,091,004000,2989,1494,195,810,489,283,2460,335,224,329,413,283,273,107,496,,,,,,,,,,,,,,,,,,,,
"Census Tract 41, Logan County, Ohio",202,18,128,48,8,1950,53,168,904,425,139,166,95,1729,261,36047,12656,34688,36429,57500,61964,39,091,004100,2624,1202,314,415,473,205,1980,371,261,238,368,285,198,72,187,,,,,,,,,,,,,,,,,,,,
"Census Tract 42, Logan County, Ohio",107,9,63,35,0,1362,34,122,640,216,57,192,101,1206,293,34331,0,31776,25156,76250,54375,39,091,004200,1932,948,256,246,446,165,1396,344,143,212,166,154,112,77,188,,,,,,,,,,,,,,,,,,,,
"Census Tract 43, Logan County, Ohio",381,27,243,83,28,3819,52,135,1998,732,340,242,320,3632,562,43049,44097,37168,36917,59083,72583,39,091,004300,5410,2386,699,832,855,630,4015,517,330,432,620,694,778,133,511,,,,,,,,,,,,,,,,,,,,
"Census Tract 44, Logan County, Ohio",527,52,241,88,146,3060,53,271,1425,650,394,255,12,2736,267,33091,0,23958,40517,30000,0,39,091,004400,4855,2044,629,452,963,259,3383,818,281,577,579,707,200,46,175,,,,,,,,,,,,,,,,,,,,
"Census Tract 45, Logan County, Ohio",287,35,137,67,48,2573,34,226,1333,443,205,201,131,2313,332,31939,0,29254,38791,37589,63125,39,091,004500,3809,1557,518,467,572,379,2565,313,225,382,529,606,308,85,117,,,,,,,,,,,,,,,,,,,,
"Census Tract 46, Logan County, Ohio",352,88,124,123,17,3744,2,163,1425,856,475,439,384,3579,823,47606,0,40156,52973,61316,53267,39,091,004600,5618,2200,935,757,508,486,3847,615,346,228,490,747,546,149,726,,,,,,,,,,,,,,,,,,,,
"Census Tract 47, Logan County, Ohio",355,16,281,58,0,3799,68,180,1669,683,360,720,119,3551,839,43368,31250,41152,48064,61897,72893,39,091,004700,5602,2075,626,1017,432,327,3992,529,267,507,720,691,351,378,549,,,,,,,,,,,,,,,,,,,,
"Census Tract 48, Logan County, Ohio",258,15,108,114,21,2895,25,118,1180,717,312,401,142,2752,543,50421,0,46563,48750,62717,61750,39,091,004800,4046,1668,461,672,535,246,3159,498,352,352,405,509,367,201,475,,,,,,,,,,,,,,,,,,,,
"Census Tract 102, Lorain County, Ohio",124,0,31,28,65,2869,14,68,538,614,350,801,484,2787,1285,49271,26522,50625,40800,46250,85255,39,093,010200,4131,1620,544,642,434,374,2955,571,205,307,276,356,297,182,761,,,,,,,,,,,,,,,,,,,,
"Census Tract 103, Lorain County, Ohio",106,0,13,57,36,4083,45,53,1021,612,508,1011,833,3985,1844,60515,0,51657,38398,83571,75152,39,093,010300,5524,2366,800,712,854,323,4156,523,323,591,234,509,590,151,1235,,,,,,,,,,,,,,,,,,,,
"Census Tract 104, Lorain County, Ohio",315,11,145,79,80,2718,1,99,413,601,313,629,662,2618,1291,54109,5909,47941,34700,53833,78750,39,093,010400,3684,1902,452,435,1015,287,2916,360,375,224,397,314,348,140,758,,,,,,,,,,,,,,,,,,,,
"Census Tract 131.01, Lorain County, Ohio",156,9,46,86,15,3176,53,111,723,564,166,866,693,3012,1559,86076,29594,50156,72734,106838,95524,39,093,013101,4610,1765,640,588,537,355,3222,442,182,305,469,377,188,180,1079,39.0,93.0,13101.0,39093013101.0,Census Tract 131.01,G5020,S,16779419.0,19711.0,41.4581824,-81.9960059,093_013101,93_013101,,93_13101,Lorain County,"Census Tract 131.01, Lorain County, Ohio",1.0,41.460228,-81.994561
"Census Tract 131.02, Lorain County, Ohio",221,48,41,70,62,3182,21,68,381,531,241,1069,871,3093,1940,65859,0,46667,52823,88000,84423,39,093,013102,4870,1677,743,771,163,343,3276,352,122,393,231,284,485,185,1224,,,,,,,,,,,,,,,,,,,,
"Census Tract 132.01, Lorain County, Ohio",518,41,43,434,0,5262,9,160,709,548,194,2370,1272,5093,3642,68700,0,66200,52763,67986,81018,39,093,013201,8387,2908,1392,959,557,586,5689,613,227,409,548,362,1076,455,1999,,,,,,,,,,,,,,,,,,,,
"Census Tract 132.02, Lorain County, Ohio",264,84,59,121,0,3684,8,38,729,748,448,972,741,3638,1713,60726,0,30673,57083,62062,82993,39,093,013202,5366,2146,832,654,660,756,3420,500,214,275,502,248,359,115,1207,,,,,,,,,,,,,,,,,,,,
"Census Tract 211, Lorain County, Ohio",415,58,165,156,36,2542,11,95,878,478,381,520,179,2436,699,41327,0,36627,42790,38490,51497,39,093,021100,3474,1533,316,598,619,180,2889,353,277,376,366,728,434,116,239,,,,,,,,,,,,,,,,,,,,
"Census Tract 212, Lorain County, Ohio",242,39,95,93,15,4261,88,292,1722,1009,606,369,175,3881,544,40965,31691,43878,33852,48417,54271,39,093,021200,5527,2386,617,965,804,246,4500,693,191,1001,670,828,580,244,293,,,,,,,,,,,,,,,,,,,,
"Census Tract 221, Lorain County, Ohio",121,6,35,80,0,1272,46,25,448,316,171,191,75,1201,266,40000,40379,39000,42545,0,0,39,093,022100,1937,755,192,300,263,95,1307,107,156,245,186,244,150,78,141,,,,,,,,,,,,,,,,,,,,
"Census Tract 6017.03, Portage County, Ohio",606,181,284,116,25,2163,45,110,613,537,63,409,386,2008,795,41085,9327,40610,43452,67656,51921,39,133,601703,3271,1391,343,428,620,171,2728,526,181,482,200,479,565,105,190,,,,,,,,,,,,,,,,,,,,
"Census Tract 6017.04, Portage County, Ohio",173,0,41,78,54,2273,0,27,575,446,515,444,266,2246,710,41533,0,40099,37020,47019,47340,39,133,601704,3097,1245,374,519,352,203,2371,216,136,342,348,497,215,122,495,,,,,,,,,,,,,,,,,,,,
"Census Tract 6018.01, Portage County, Ohio",304,16,126,150,12,2560,31,68,1217,268,280,400,296,2461,696,41621,0,27493,49727,43221,62750,39,133,601801,3748,1303,480,640,183,163,2815,306,217,378,323,605,277,171,538,,,,,,,,,,,,,,,,,,,,
"Census Tract 6018.02, Portage County, Ohio",720,24,261,194,241,2834,32,81,1148,348,228,710,287,2721,997,42401,60547,40352,38750,51875,71071,39,133,601802,4441,1599,507,666,426,460,3326,748,241,283,403,770,289,173,419,,,,,,,,,,,,,,,,,,,,
"Census Tract 6019.01, Portage County, Ohio",242,8,137,97,0,1739,32,55,803,336,165,274,74,1652,348,42372,35446,26944,52931,43537,52857,39,133,601901,2711,868,330,298,240,195,1875,354,277,205,146,335,358,102,98,,,,,,,,,,,,,,,,,,,,
"Census Tract 6019.02, Portage County, Ohio",305,20,285,0,0,1836,3,151,828,433,205,137,79,1682,216,35313,0,44732,32330,0,0,39,133,601902,2822,1024,346,311,367,225,2077,346,237,236,429,324,284,26,195,,,,,,,,,,,,,,,,,,,,
"Census Tract 6020, Portage County, Ohio",471,73,128,159,111,3811,47,349,1742,534,385,531,223,3415,754,40109,26641,33516,39349,59226,0,39,133,602000,5298,2012,569,884,559,502,4003,500,359,531,686,825,488,114,500,,,,,,,,,,,,,,,,,,,,
"Census Tract 6021.01, Portage County, Ohio",283,0,131,152,0,2738,150,226,1038,526,129,510,159,2362,669,41688,29116,43900,39079,52292,0,39,133,602101,3744,1526,446,678,402,264,2809,358,316,334,450,637,241,189,284,,,,,,,,,,,,,,,,,,,,
"Census Tract 6021.02, Portage County, Ohio",374,40,110,224,0,2532,66,140,1040,362,162,604,158,2326,762,36509,0,27446,24464,41462,79803,39,133,602102,3442,1500,264,647,589,186,2856,408,274,531,491,544,286,55,267,,,,,,,,,,,,,,,,,,,,
"Census Tract 4001, Preble County, Ohio",240,38,101,84,17,2238,150,280,815,411,208,254,120,1808,374,39191,45474,34968,35556,50379,37222,39,135,400100,3214,1324,436,436,452,196,2436,385,262,405,394,478,343,37,132,,,,,,,,,,,,,,,,,,,,
"Census Tract 4101, Preble County, Ohio",206,18,133,54,1,1371,17,79,665,210,122,192,86,1275,278,34893,26324,34871,42727,31382,62083,39,135,410100,2120,800,263,318,219,197,1470,233,152,161,270,228,194,105,127,,,,,,,,,,,,,,,,,,,,
"Census Tract 4201, Preble County, Ohio",310,25,165,97,23,3092,14,137,1354,803,282,368,134,2941,502,34324,31583,31429,37353,34625,0,39,135,420100,4428,1826,558,685,583,331,3289,469,223,567,593,591,447,157,242,,,,,,,,,,,,,,,,,,,,
"Census Tract 4301, Preble County, Ohio",247,0,95,148,4,1822,60,125,785,315,188,187,162,1637,349,44649,28214,30625,44100,62375,62813,39,135,430100,2706,1051,358,464,229,207,1938,246,160,332,225,307,326,122,220,,,,,,,,,,,,,,,,,,,,
"Census Tract 4401, Preble County, Ohio",285,48,180,32,25,2623,35,201,1037,596,215,248,291,2387,539,44896,38875,32452,41250,60776,53705,39,135,440100,3715,1470,492,676,302,321,2741,433,207,497,340,366,385,185,328,,,,,,,,,,,,,,,,,,,,
"Census Tract 4501, Preble County, Ohio",71,35,18,18,0,1689,37,106,545,418,192,199,192,1546,391,50392,27000,30000,52276,76049,61397,39,135,450100,2233,1013,230,471,312,117,1729,203,153,233,210,236,248,84,362,,,,,,,,,,,,,,,,,,,,
"Census Tract 4550.01, Preble County, Ohio",132,15,48,58,11,1620,25,141,699,438,102,144,71,1454,215,33587,32917,31364,32639,37059,47969,39,135,455001,2231,906,246,319,341,166,1703,299,201,357,256,230,162,44,154,,,,,,,,,,,,,,,,,,,,
"Census Tract 4550.02, Preble County, Ohio",280,50,84,132,14,4050,39,318,1930,805,272,423,263,3693,686,41250,53277,34613,29692,51070,57292,39,135,455002,5640,2406,765,474,1167,325,4223,625,450,674,880,455,599,118,422,,,,,,,,,,,,,,,,,,,,
"Census Tract 4601, Preble County, Ohio",172,23,74,75,0,1787,56,142,818,294,173,204,100,1589,304,38158,38264,31359,34659,30833,65069,39,135,460100,2727,932,284,435,213,241,1800,189,237,360,217,297,284,72,144,,,,,,,,,,,,,,,,,,,,
"Census Tract 4701.01, Preble County, Ohio",314,0,87,132,95,2550,56,79,848,501,297,502,267,2415,769,40539,11094,39483,41458,50060,0,39,135,470101,3626,1436,459,663,314,177,2740,272,196,480,440,450,326,128,448,,,,,,,,,,,,,,,,,,,,
"Census Tract 4701.02, Preble County, Ohio",428,57,288,58,25,2807,24,272,1580,392,207,258,74,2511,332,34288,28309,33470,37708,63611,73958,39,135,470102,4080,1579,517,729,333,429,3078,600,279,606,461,430,221,97,384,,,,,,,,,,,,,,,,,,,,
"Census Tract 4801, Preble County, Ohio",286,23,155,108,0,3179,16,325,1367,747,206,351,167,2838,518,43333,50762,36875,41087,59286,83199,39,135,480100,4275,1674,496,731,447,521,3144,351,212,501,385,515,563,152,465,,,,,,,,,,,,,,,,,,,,
"Census Tract 301, Putnam County, Ohio",370,152,98,101,19,3001,172,170,1231,405,503,367,153,2659,520,37827,19891,33822,39861,48958,51786,39,137,030100,4618,1715,596,620,499,348,3210,412,251,605,523,468,476,144,331,,,,,,,,,,,,,,,,,,,,
"Census Tract 302, Putnam County, Ohio",453,51,209,190,3,3844,39,161,1943,469,551,454,227,3644,681,41427,34205,35769,43221,51087,57917,39,137,030200,5857,2273,783,959,531,470,4105,530,403,577,613,674,543,247,518,,,,,,,,,,,,,,,,,,,,
"Census Tract 303.01, Putnam County, Ohio",372,13,81,245,33,2374,85,197,844,423,223,426,176,2092,602,40592,45938,31102,29500,47319,75556,39,137,030301,3665,1481,585,540,356,137,2752,338,231,493,485,554,139,144,368,,,,,,,,,,,,,,,,,,,,
"Census Tract 303.02, Putnam County, Ohio",268,30,73,101,64,2897,23,145,1090,339,319,636,345,2729,981,47537,12500,28300,44292,75250,66840,39,137,030302,4129,1693,537,596,560,234,3144,383,169,581,357,521,340,238,555,,,,,,,,,,,,,,,,,,,,
"Census Tract 304, Putnam County, Ohio",238,90,64,55,29,2185,13,51,849,474,279,332,187,2121,519,41994,0,40840,35125,47054,59655,39,137,030400,3247,1268,367,560,341,190,2328,337,184,262,297,468,364,99,317,,,,,,,,,,,,,,,,,,,,
"Census Tract 305, Putnam County, Ohio",320,81,61,113,65,2249,8,131,799,510,233,284,284,2110,568,44712,45547,36296,43500,63938,55574,39,137,030500,3664,1350,458,503,389,314,2412,263,175,305,332,593,403,108,233,,,,,,,,,,,,,,,,,,,,
"Census Tract 306, Putnam County, Ohio",254,3,49,170,32,2727,26,76,1037,485,405,524,174,2625,698,46099,0,38169,46429,53021,69659,39,137,030600,3952,1597,440,784,373,146,2966,322,110,421,386,762,388,105,472,,,,,,,,,,,,,,,,,,,,
"Census Tract 307, Putnam County, Ohio",292,26,63,175,28,3344,22,50,1402,564,623,450,233,3272,683,44160,11875,41103,42464,58125,59000,39,137,030700,4704,1924,535,919,470,222,3593,455,191,469,447,734,456,282,559,,,,,,,,,,,,,,,,,,,,
"Census Tract 4, Richland County, Ohio",162,6,130,18,8,1426,0,139,701,297,165,96,28,1287,124,22056,20962,22194,24028,20982,0,39,139,000400,2230,919,335,246,338,230,1507,351,203,377,251,199,42,34,50,,,,,,,,,,,,,,,,,,,,
"Census Tract 5, Richland County, Ohio",425,27,205,171,22,2216,123,378,805,524,137,194,55,1715,249,25865,18889,21635,26727,29750,0,39,139,000500,3305,1624,258,328,1038,320,2399,688,398,514,402,194,92,43,68,,,,,,,,,,,,,,,,,,,,
"Census Tract 6, Richland County, Ohio",456,95,193,155,13,1631,54,197,808,180,230,128,34,1380,162,16919,0,15050,25865,0,0,39,139,000600,2928,986,466,227,293,152,2054,590,337,294,394,253,86,10,90,,,,,,,,,,,,,,,,,,,,
"Census Tract 7, Richland County, Ohio",475,55,194,55,171,1572,30,134,620,542,160,86,0,1408,86,22644,0,16836,24015,0,0,39,139,000700,2979,1155,359,300,496,184,1950,516,409,406,291,194,107,5,22,,,,,,,,,,,,,,,,,,,,
"Census Tract 8, Richland County, Ohio",259,12,203,44,0,1593,139,135,810,268,202,30,9,1319,39,28654,22857,26042,31808,0,0,39,139,000800,2618,1124,342,284,498,240,1764,471,133,420,364,109,141,112,14,,,,,,,,,,,,,,,,,,,,
"Census Tract 9, Richland County, Ohio",254,18,168,55,13,2920,55,322,1582,682,162,79,38,2543,117,30030,28173,30616,28293,46806,0,39,139,000900,4389,1930,540,562,828,252,3056,498,358,677,551,440,225,95,212,,,,,,,,,,,,,,,,,,,,
"Census Tract 10, Richland County, Ohio",867,126,413,328,0,4089,158,396,2091,808,230,327,79,3535,406,25778,0,25749,21525,36456,75583,39,139,001000,6079,2896,622,734,1540,706,4488,1055,508,990,832,780,71,28,224,,,,,,,,,,,,,,,,,,,,
"Census Tract 11, Richland County, Ohio",239,45,111,59,24,1921,32,188,737,426,204,247,87,1701,334,36250,16563,31786,37522,43750,50000,39,139,001100,2557,1203,244,365,594,209,2165,490,283,312,283,433,137,79,148,,,,,,,,,,,,,,,,,,,,
"Census Tract 12, Richland County, Ohio",335,38,94,194,9,2766,88,73,978,484,218,473,452,2605,925,39735,66563,17000,42708,41719,52727,39,139,001200,3868,1856,339,505,1012,307,2951,564,165,496,411,474,297,200,344,,,,,,,,,,,,,,,,,,,,
